PersonType,NameStyle,Title,FirstName,MiddleName,LastName,AverageRate,MaximumRate,DiffFromAvgRate,PercentofMaxRate,Rate
IN,0,NULL,Sydney,NULL,Reed,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,D,Cook,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarred,NULL,Martin,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jaime,NULL,Gomez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,K,Morgan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Bell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Juan,NULL,Ruiz,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Warren,NULL,Andersen,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Josue,NULL,Diaz,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,T,Murphy,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,K,Chandra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Bailey,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,M,Rivera,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,P,Cooper,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,NULL,Patel,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Howard,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Ward,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,NULL,Malhotra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Travers,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Peterson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,NULL,Sai,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,K,Gray,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Ramirez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,M,James,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Watson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,M,Brooks,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Kelly,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,NULL,Arun,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,A,Madan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Sanders,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Muniraju,NULL,Pulipalyam,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Bennett,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Wood,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Barnes,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,C,Andersen,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,NULL,Prasad,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,T,Ross,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,S,Sara,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Henderson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,A,Ray,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,F,Raman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,M,Coleman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,L,Jenkins,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,D,Subram,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,J,McDonald,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,C,Perry,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,M,Powell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Long,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,K,Garcia,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,M,Patterson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,C,Fernandez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,NULL,Lopez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,G,Flores,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Washington,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,J,Martinez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,L,Butler,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,V,Raje,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Simmons,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,M,Rodriguez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,J,Foster,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,B,Gonzales,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,T,Sanchez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Harold,C,Perez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,E,Suri,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Kapoor,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Chandra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,S,Bryant,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,E,Patel,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Alexander,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Russell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,M,Weber,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,E,Malhotra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Sydney,NULL,Diaz,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,A,Carson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,Z,Stewart,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,R,Arthur,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,C,Madan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,S,Sanchez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,T,Morris,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Srini,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Prasad,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Sara,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,B,Rogers,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Reed,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Rana,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,R,Cook,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,V,Morgan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Blue,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Raman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,A,Subram,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,L,Bailey,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,E,Chander,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,S,Mehta,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Rivera,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,R,Cooper,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Richardson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Cox,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Howard,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,B,Fernandez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Ward,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,J,Torres,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Gray,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Ramirez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,James,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,L,Watson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,H,Martinez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Gonzalez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Brooks,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Rodriguez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Kelly,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Sanders,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,NULL,Sanchez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,R,Price,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,S,Bennett,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Wood,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Jarrod,C,Perez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Bradley,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,NULL,Suri,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Ross,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,E,Nara,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,J,Kapoor,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,C,Henderson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,R,Coleman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,C,Patel,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,E,Jenkins,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,NULL,Vance,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,S,Perry,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,A,Malhotra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,L,Sai,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,C,Powell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,C,Arun,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,M,Long,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,W,Madan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,E,Patterson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,E,Hughes,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Flores,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Washington,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,H,Srini,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,F,Butler,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,M,Simmons,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,M,Rai,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,E,Prasad,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Foster,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,M,Sara,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,R,Gonzales,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,A,Bryant,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,C,Rana,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Alexander,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,NULL,Russell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,P,Griffin,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,S,Subram,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Katherine,P,Diaz,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,M,Stewart,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,E,Mehta,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,NULL,Garcia,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Morris,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,E,Fernandez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,A,Rogers,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,A,Lopez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,S,Cook,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,L,Morgan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,NULL,Martinez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Bradley,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,M,Bailey,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,M,Nath,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,E,Gonzalez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Rivera,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,P,Cooper,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,D,Rodriguez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Richardson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,NULL,Sanchez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Cox,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Howard,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Ward,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,T,Torres,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Erick,NULL,Perez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Peterson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,E,Gray,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,E,Ramirez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,R,James,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,NULL,Suri,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,A,Watson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,F,Brooks,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,NULL,Kapoor,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Sanders,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,D,Chandra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,S,Price,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,M,Bennett,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,S,Wood,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,N,Barnes,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,G,Patel,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelly,J,Weadock,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,E,Ross,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,NULL,Goel,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,S,Sai,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,A,Henderson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,G,Arun,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Coleman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Jenkins,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,D,Madan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Perry,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Powell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,A,Long,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,K,Smith,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,M,Prasad,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Hughes,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,M,Rana,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,C,Raman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Flores,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,E,Sullivan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Washington,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,NULL,Becker,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,E,Mehta,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,D,Garcia,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Butler,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,M,Simmons,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,NULL,Lopez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Foster,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,C,Gonzales,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,A,Bryant,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,L,Alexander,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,NULL,Martinez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,NULL,Russell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,L,Gonzalez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,A,Griffin,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,S,Rodriguez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Amanda,S,Diaz,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,S,Stone,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,L,Sanchez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Sanchez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,S,Morris,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,W,Rogers,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Reed,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Cook,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,O,Morgan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Summer,NULL,Perez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,A,Bell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,B,Murphy,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,A,Suri,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,M,Bailey,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,A,Rivera,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Warren,N,Raje,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,S,Raji,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,E,Kapoor,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Cooper,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,D,Richardson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,R,Cox,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,A,Howard,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,P,Chandra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,A,Ward,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Torres,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,J,Peterson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,W,Patel,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Gray,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,C,Vance,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,E,Ramirez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Malhotra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,James,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,R,Watson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Sai,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,E,Brooks,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,L,Kelly,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,A,Sanders,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Price,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Arun,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,A,Wood,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,D,Madan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,J,Barnes,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Srini,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Ross,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Kelvin,NULL,Alan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Prasad,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,L,Henderson,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Coleman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Sara,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Jenkins,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,D,Rana,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,W,Raman,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,S,Subram,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Perry,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,S,Mehta,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,P,Powell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,C,Long,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,R,Fernandez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Hughes,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,E,Lopez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Flores,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,J,Martinez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Cedric,D,Zhang,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,L,Gonzalez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Rodriguez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Washington,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,J,Butler,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Evelyn,NULL,Perez,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,NULL,Suri,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,A,Simmons,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,D,Foster,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Gonzales,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,NULL,Kapoor,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,V,Bryant,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,NULL,Chandra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,L,Patel,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Alexander,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,NULL,Vance,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Russell,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,L,Griffin,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,NULL,Malhotra,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Stephanie,NULL,Diaz,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Hailey,NULL,Stewart,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Cedric,NULL,Wang,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,A,Sai,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Hailey,NULL,Morris,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Hailey,L,Rogers,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,J,Arthur,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Hailey,NULL,Reed,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,NULL,Madan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Hailey,L,Cook,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Hailey,G,Morgan,"17,7588","125,50",NULL,NULL,NULL
IN,0,NULL,Adriana,NULL,Smith,"17,7588","125,50",NULL,NULL,NULL
